record_id,station_name,latitude,longitude,region,measurement_date,depth_m,temperature_c,salinity_psu,ph_level,dissolved_oxygen_ml_l,nitrate_mg_l,phosphate_mg_l,chlorophyll_a_mg_m3,turbidity_ntu,data_source,quality_flag
OCE00586,Coastal Station Mumbai,18.91445434180227,72.83814020789983,Arabian Sea,2025-09-03,50,26.58,35.29,7.82,5.76,1.924,0.414,1.699,8.24,CTD Cast,Fair
OCE00587,Coastal Station Mumbai,18.920478892558634,72.71230114729173,Arabian Sea,2025-09-03,100,21.9,34.61,8.0,5.23,2.043,0.621,0.231,1.24,CTD Cast,Fair
OCE00588,Coastal Station Mumbai,19.00952239682856,72.72890304478139,Arabian Sea,2025-09-03,200,17.66,34.71,7.99,3.49,2.197,0.55,0.173,2.44,CTD Cast,Fair
OCE00589,Coastal Station Chennai,13.025569947398694,80.34779841263125,Bay of Bengal,2023-12-28,0,31.66,35.21,7.87,7.02,0.776,0.406,0.814,6.25,CTD Cast,Good
OCE00590,Coastal Station Chennai,13.154499569219263,80.23418897871352,Bay of Bengal,2023-12-28,50,25.05,34.61,7.97,5.36,1.06,0.329,0.235,1.14,CTD Cast,Good
OCE00591,Coastal Station Chennai,13.049254146820635,80.38068155117256,Bay of Bengal,2023-12-28,100,23.27,35.26,8.08,4.23,1.49,0.582,0.365,2.01,CTD Cast,Fair
OCE00592,Coastal Station Chennai,13.014300604866326,80.27793148445762,Bay of Bengal,2023-12-28,200,21.88,35.49,7.98,3.88,3.472,0.536,0.249,11.25,CTD Cast,Good
OCE00593,Coastal Station Chennai,13.139070850146373,80.22114491208623,Bay of Bengal,2024-02-06,0,28.32,34.5,8.04,8.18,0.19,0.223,0.322,10.14,CTD Cast,Good
OCE00594,Coastal Station Chennai,13.100209475558882,80.26433249427895,Bay of Bengal,2024-02-06,50,25.14,34.35,8.15,4.55,1.432,0.16,1.07,2.42,CTD Cast,Fair
OCE00595,Coastal Station Chennai,13.032379122010472,80.24985907000092,Bay of Bengal,2024-02-06,100,21.88,35.11,8.06,4.33,2.221,0.34,0.179,3.76,CTD Cast,Good
OCE00596,Coastal Station Chennai,13.051000730500215,80.25251004600399,Bay of Bengal,2024-02-06,200,18.64,35.04,8.08,2.39,3.319,0.818,0.302,1.07,CTD Cast,Good
OCE00597,Coastal Station Chennai,13.13961486769573,80.27759043373098,Bay of Bengal,2024-02-25,0,27.83,35.12,7.82,6.55,1.442,0.402,0.737,2.82,CTD Cast,Good
OCE00598,Coastal Station Chennai,13.004795089475307,80.26260507094031,Bay of Bengal,2024-02-25,50,25.59,34.92,8.15,4.67,1.564,0.298,1.115,12.39,CTD Cast,Good
OCE00599,Coastal Station Chennai,13.087731076270074,80.27867056774954,Bay of Bengal,2024-02-25,100,22.77,34.78,7.86,3.75,1.828,0.626,0.485,12.77,CTD Cast,Good
OCE00600,Coastal Station Chennai,13.043000953654005,80.34312711011155,Bay of Bengal,2024-02-25,200,17.99,35.03,7.79,3.49,3.111,0.814,0.401,12.1,CTD Cast,Good
OCE00601,Coastal Station Chennai,13.171933109533295,80.25155104312562,Bay of Bengal,2024-04-02,0,28.08,34.26,7.8,7.13,0.77,0.3,0.363,3.78,CTD Cast,Fair
OCE00602,Coastal Station Chennai,13.092465699491855,80.342817404537,Bay of Bengal,2024-04-02,50,25.92,34.8,7.86,5.18,0.922,0.473,1.586,11.17,CTD Cast,Good
OCE00603,Coastal Station Chennai,13.14963235980574,80.29393085139033,Bay of Bengal,2024-04-02,100,20.69,35.55,8.08,3.51,1.454,0.307,0.112,11.85,CTD Cast,Good
OCE00604,Coastal Station Chennai,13.006595388736518,80.37037759649408,Bay of Bengal,2024-04-02,200,20.22,35.11,7.97,2.04,2.692,0.737,0.054,10.42,CTD Cast,Good
OCE00605,Coastal Station Chennai,13.021296352656941,80.29837137427863,Bay of Bengal,2024-04-28,0,27.59,35.03,8.12,6.77,0.168,0.47,0.583,11.64,CTD Cast,Good
OCE00606,Coastal Station Chennai,13.029379313775555,80.39417083957353,Bay of Bengal,2024-04-28,50,24.89,34.45,7.87,6.98,0.975,0.409,1.865,14.24,CTD Cast,Good
OCE00607,Coastal Station Chennai,13.067760233985423,80.2351252931136,Bay of Bengal,2024-04-28,100,24.42,34.42,8.0,4.9,2.973,0.331,0.395,6.61,CTD Cast,Good
OCE00608,Coastal Station Chennai,13.078557129265741,80.33912815068908,Bay of Bengal,2024-04-28,200,20.56,34.9,7.92,3.99,2.858,0.727,0.214,14.1,CTD Cast,Good
OCE00609,Coastal Station Chennai,13.103480257964993,80.20299223965125,Bay of Bengal,2024-06-01,0,29.25,35.15,7.84,6.53,1.054,0.059,0.454,4.34,CTD Cast,Good
OCE00610,Coastal Station Chennai,13.040001784222548,80.22616847226976,Bay of Bengal,2024-06-01,50,26.06,34.91,8.15,6.11,1.388,0.569,1.613,10.3,CTD Cast,Good
OCE00611,Coastal Station Chennai,13.165654712963198,80.25037067246915,Bay of Bengal,2024-06-01,100,22.8,35.28,8.05,4.56,2.974,0.49,0.101,11.77,CTD Cast,Good
OCE00612,Coastal Station Chennai,13.150254623387548,80.33570341389688,Bay of Bengal,2024-06-01,200,21.7,35.25,7.94,2.92,2.792,0.609,0.336,3.38,CTD Cast,Good
OCE00613,Coastal Station Chennai,13.179082542238843,80.23251341373269,Bay of Bengal,2024-06-29,0,28.96,35.19,7.99,7.34,1.565,0.348,0.673,14.93,CTD Cast,Good
OCE00614,Coastal Station Chennai,13.198318847132834,80.25880794200799,Bay of Bengal,2024-06-29,50,24.48,34.07,8.13,5.11,1.986,0.515,1.746,10.8,CTD Cast,Fair
OCE00615,Coastal Station Chennai,13.19457887787754,80.21114710530028,Bay of Bengal,2024-06-29,100,20.58,34.71,8.09,3.92,2.223,0.477,0.341,8.82,CTD Cast,Good
OCE00616,Coastal Station Chennai,13.104319902598224,80.38665528247581,Bay of Bengal,2024-06-29,200,21.04,34.92,7.73,3.12,2.731,0.52,0.432,12.19,CTD Cast,Good
OCE00617,Coastal Station Chennai,13.103367353546899,80.25267272379962,Bay of Bengal,2024-07-28,0,30.16,34.01,7.97,6.49,1.831,0.129,0.5,3.54,CTD Cast,Good
OCE00618,Coastal Station Chennai,13.113150312844915,80.27309029693065,Bay of Bengal,2024-07-28,50,26.4,34.18,7.8,5.43,1.969,0.4,0.961,14.07,CTD Cast,Fair
OCE00619,Coastal Station Chennai,13.016854111836153,80.36237233996651,Bay of Bengal,2024-07-28,100,20.27,35.11,8.11,5.01,1.45,0.383,0.373,10.92,CTD Cast,Good
OCE00620,Coastal Station Chennai,13.074601419975712,80.22975765676983,Bay of Bengal,2024-07-28,200,20.11,34.35,7.99,3.36,3.679,0.469,0.06,8.6,CTD Cast,Good
OCE00621,Coastal Station Chennai,13.1816379191393,80.21939042471979,Bay of Bengal,2024-09-02,0,31.5,34.59,8.14,6.0,0.42,0.064,0.559,9.29,CTD Cast,Good
OCE00622,Coastal Station Chennai,13.173981186778065,80.32098816263955,Bay of Bengal,2024-09-02,50,25.81,35.46,7.82,5.03,0.656,0.345,0.7,9.4,CTD Cast,Good
OCE00623,Coastal Station Chennai,13.020608338686197,80.24548965081296,Bay of Bengal,2024-09-02,100,22.66,34.24,7.93,5.5,2.687,0.652,0.42,0.55,CTD Cast,Good
OCE00624,Coastal Station Chennai,13.010779658078757,80.2024359670833,Bay of Bengal,2024-09-02,200,17.12,34.36,7.89,3.35,3.762,0.787,0.472,10.09,CTD Cast,Good
OCE00625,Coastal Station Chennai,13.134542722300086,80.27742610179423,Bay of Bengal,2024-09-26,0,27.74,34.38,7.93,6.67,1.072,0.248,0.817,4.14,CTD Cast,Fair
OCE00626,Coastal Station Chennai,13.11413793231537,80.29685323962194,Bay of Bengal,2024-09-26,50,24.66,34.57,8.07,6.39,1.867,0.255,1.259,8.47,CTD Cast,Good
OCE00627,Coastal Station Chennai,13.195215937244294,80.39139835377408,Bay of Bengal,2024-09-26,100,22.46,34.95,8.04,3.27,2.524,0.311,0.08,1.38,CTD Cast,Good
OCE00628,Coastal Station Chennai,13.120665113128918,80.26240026122169,Bay of Bengal,2024-09-26,200,18.1,34.48,7.89,3.66,3.906,0.735,0.209,13.69,CTD Cast,Good
OCE00629,Coastal Station Chennai,13.065026585680053,80.29422207099955,Bay of Bengal,2024-11-01,0,31.22,34.84,7.93,6.73,0.163,0.417,0.731,12.37,CTD Cast,Fair
OCE00630,Coastal Station Chennai,13.06658241924628,80.23523078250057,Bay of Bengal,2024-11-01,50,24.5,35.34,8.13,6.87,1.355,0.248,0.873,9.31,CTD Cast,Good
OCE00631,Coastal Station Chennai,13.145806748565898,80.38556201232953,Bay of Bengal,2024-11-01,100,22.38,35.4,7.76,4.61,2.55,0.592,0.449,5.32,CTD Cast,Good
OCE00632,Coastal Station Chennai,13.005704004967729,80.38186082928121,Bay of Bengal,2024-11-01,200,18.52,34.22,7.7,2.48,2.292,0.567,0.13,0.62,CTD Cast,Good
OCE00633,Coastal Station Chennai,13.19697431322272,80.37556652071515,Bay of Bengal,2024-12-06,0,30.42,34.23,8.16,8.23,1.342,0.353,0.107,13.48,CTD Cast,Good
OCE00634,Coastal Station Chennai,13.028154091554242,80.24497936114608,Bay of Bengal,2024-12-06,50,26.64,34.57,8.13,5.23,1.669,0.195,1.86,8.59,CTD Cast,Good
OCE00635,Coastal Station Chennai,13.092041323631323,80.38075345227982,Bay of Bengal,2024-12-06,100,23.82,35.03,7.84,3.0,2.539,0.693,0.414,6.44,CTD Cast,Good
OCE00636,Coastal Station Chennai,13.007549463393486,80.3166390323766,Bay of Bengal,2024-12-06,200,18.67,34.92,7.88,3.55,3.101,0.593,0.166,3.83,CTD Cast,Good
OCE00637,Coastal Station Chennai,13.161474187958497,80.32711869640164,Bay of Bengal,2024-12-29,0,26.89,34.98,8.07,7.88,1.057,0.452,1.411,4.9,CTD Cast,Good
OCE00638,Coastal Station Chennai,13.111390418332835,80.33115925597994,Bay of Bengal,2024-12-29,50,27.93,34.46,7.86,5.61,0.708,0.59,1.259,7.71,CTD Cast,Good
OCE00639,Coastal Station Chennai,13.032283397537514,80.27439895195783,Bay of Bengal,2024-12-29,100,20.16,35.02,8.04,4.04,2.539,0.352,0.15,12.78,CTD Cast,Fair
OCE00640,Coastal Station Chennai,13.123511462641924,80.39628314436673,Bay of Bengal,2024-12-29,200,20.8,34.77,7.94,3.44,2.558,0.526,0.487,5.4,CTD Cast,Fair
OCE00641,Coastal Station Chennai,13.007149678893173,80.34088472429549,Bay of Bengal,2025-01-31,0,30.22,34.33,7.9,7.28,0.707,0.125,0.468,7.64,CTD Cast,Good
OCE00642,Coastal Station Chennai,13.049875157599178,80.37813333517838,Bay of Bengal,2025-01-31,50,24.38,34.31,7.82,6.03,0.779,0.489,0.237,10.92,CTD Cast,Good
OCE00643,Coastal Station Chennai,13.046467109184803,80.32478911495228,Bay of Bengal,2025-01-31,100,20.36,35.33,7.95,5.12,2.241,0.557,0.497,7.17,CTD Cast,Good
OCE00644,Coastal Station Chennai,13.093860599272,80.3849245635685,Bay of Bengal,2025-01-31,200,15.28,34.22,7.75,3.3,3.178,0.699,0.064,6.27,CTD Cast,Good
OCE00645,Coastal Station Chennai,13.048045433279109,80.2560432813981,Bay of Bengal,2025-02-28,0,29.75,35.17,8.11,7.3,1.73,0.226,1.344,1.27,CTD Cast,Good
OCE00646,Coastal Station Chennai,13.123222160083143,80.29486511411005,Bay of Bengal,2025-02-28,50,27.18,34.68,7.87,5.08,2.313,0.525,1.196,6.18,CTD Cast,Fair
OCE00647,Coastal Station Chennai,13.0279837954454,80.30262830030266,Bay of Bengal,2025-02-28,100,24.58,34.29,7.92,3.86,2.046,0.456,0.284,4.02,CTD Cast,Fair
OCE00648,Coastal Station Chennai,13.094100143817936,80.27757970579034,Bay of Bengal,2025-02-28,200,16.29,34.3,8.01,2.85,3.291,0.777,0.356,5.95,CTD Cast,Fair
OCE00649,Coastal Station Chennai,13.060245149612456,80.20371414375302,Bay of Bengal,2025-04-01,0,29.84,34.74,8.14,8.19,0.424,0.111,0.983,13.39,CTD Cast,Good
OCE00650,Coastal Station Chennai,13.034419970529973,80.2610863385366,Bay of Bengal,2025-04-01,50,24.91,35.44,8.06,6.41,0.983,0.255,1.138,5.16,CTD Cast,Good
OCE00651,Coastal Station Chennai,13.066242762924624,80.22373114063925,Bay of Bengal,2025-04-01,100,20.8,34.41,8.07,3.42,1.154,0.533,0.489,8.77,CTD Cast,Good
OCE00652,Coastal Station Chennai,13.14501920377953,80.39300632458198,Bay of Bengal,2025-04-01,200,21.34,35.38,7.95,2.63,3.13,0.491,0.356,4.28,CTD Cast,Good
OCE00653,Coastal Station Chennai,13.066120161994,80.37210229731748,Bay of Bengal,2025-05-01,0,26.11,34.82,8.08,7.98,0.468,0.168,0.818,7.37,CTD Cast,Good
OCE00654,Coastal Station Chennai,13.042801422634774,80.29510530432523,Bay of Bengal,2025-05-01,50,27.2,34.92,8.08,5.33,2.18,0.274,1.183,5.11,CTD Cast,Good
OCE00655,Coastal Station Chennai,13.050582361111257,80.20809756486565,Bay of Bengal,2025-05-01,100,21.33,35.55,7.81,4.97,2.97,0.259,0.365,6.34,CTD Cast,Good
OCE00656,Coastal Station Chennai,13.136021939686655,80.33381600337245,Bay of Bengal,2025-05-01,200,21.55,34.22,7.94,3.0,3.759,0.488,0.357,14.16,CTD Cast,Good
OCE00657,Coastal Station Chennai,13.086466779975733,80.39585237312173,Bay of Bengal,2025-05-30,0,30.94,34.06,7.99,6.99,0.689,0.253,0.638,1.79,CTD Cast,Good
OCE00658,Coastal Station Chennai,13.074946204507151,80.38510586432938,Bay of Bengal,2025-05-30,50,27.69,34.77,8.02,6.58,1.285,0.344,0.937,12.52,CTD Cast,Good
OCE00659,Coastal Station Chennai,13.001443989400743,80.26331926968253,Bay of Bengal,2025-05-30,100,20.54,34.26,7.92,3.25,2.276,0.315,0.285,10.32,CTD Cast,Good
OCE00660,Coastal Station Chennai,13.164125478683808,80.22558998818396,Bay of Bengal,2025-05-30,200,18.39,35.67,8.05,2.72,2.186,0.831,0.46,14.97,CTD Cast,Good
OCE00661,Coastal Station Chennai,13.056252004076095,80.39068716495156,Bay of Bengal,2025-07-05,0,27.55,35.09,8.16,6.59,1.826,0.189,1.467,1.28,CTD Cast,Fair
OCE00662,Coastal Station Chennai,13.05064907260805,80.39112427595627,Bay of Bengal,2025-07-05,50,26.84,34.85,7.97,5.06,1.941,0.236,1.195,0.92,CTD Cast,Good
OCE00663,Coastal Station Chennai,13.115992396107021,80.21780063559653,Bay of Bengal,2025-07-05,100,21.0,34.46,7.92,3.58,2.034,0.643,0.37,10.56,CTD Cast,Good
OCE00664,Coastal Station Chennai,13.113128976476958,80.22841232188861,Bay of Bengal,2025-07-05,200,16.16,35.38,7.8,2.83,2.766,0.836,0.107,10.72,CTD Cast,Good
OCE00665,Coastal Station Chennai,13.13784594727259,80.22137667501741,Bay of Bengal,2025-08-06,0,31.43,34.65,8.0,8.32,1.09,0.269,0.91,12.41,CTD Cast,Good
OCE00666,Coastal Station Chennai,13.177550701882797,80.3915326949618,Bay of Bengal,2025-08-06,50,25.74,34.16,8.09,5.44,0.791,0.435,1.784,13.08,CTD Cast,Good
OCE00667,Coastal Station Chennai,13.180894785456257,80.30064566907723,Bay of Bengal,2025-08-06,100,20.01,34.67,8.08,3.92,2.243,0.523,0.214,7.24,CTD Cast,Good
OCE00668,Coastal Station Chennai,13.141604756799582,80.25084356581334,Bay of Bengal,2025-08-06,200,21.98,34.94,7.77,3.03,3.647,0.8,0.405,13.0,CTD Cast,Fair
OCE00669,Coastal Station Chennai,13.108337364806745,80.32928034733315,Bay of Bengal,2025-09-05,0,31.36,34.29,7.85,8.44,1.75,0.452,1.341,8.41,CTD Cast,Good
OCE00670,Coastal Station Chennai,13.05574274302823,80.23177053838879,Bay of Bengal,2025-09-05,50,24.2,35.17,7.98,6.12,1.555,0.371,0.509,3.34,CTD Cast,Fair
OCE00671,Coastal Station Chennai,13.157040573582565,80.24746354084077,Bay of Bengal,2025-09-05,100,24.86,34.33,7.86,4.48,2.259,0.319,0.407,4.69,CTD Cast,Good
OCE00672,Coastal Station Chennai,13.089645316421645,80.32020517549773,Bay of Bengal,2025-09-05,200,21.57,35.44,7.98,2.16,2.895,0.702,0.134,5.25,CTD Cast,Good
OCE00673,Andaman Sea Station,11.416585430501945,92.5283550808882,Andaman Sea,2024-01-06,0,30.69,35.26,7.93,8.1,0.297,0.427,0.314,7.34,CTD Cast,Good
OCE00674,Andaman Sea Station,11.551912366782782,92.57059679380603,Andaman Sea,2024-01-06,50,27.63,34.59,7.89,5.75,1.466,0.305,1.449,14.61,CTD Cast,Good
OCE00675,Andaman Sea Station,11.590498260086864,92.56699390989624,Andaman Sea,2024-01-06,100,21.33,35.17,7.91,4.69,2.004,0.697,0.378,13.59,CTD Cast,Good
OCE00676,Andaman Sea Station,11.505050092966098,92.59480624499442,Andaman Sea,2024-01-06,200,20.7,34.89,7.8,2.74,2.138,0.686,0.277,13.72,CTD Cast,Good
OCE00677,Andaman Sea Station,11.570602711797585,92.56118563068307,Andaman Sea,2024-02-03,0,26.97,34.55,7.97,6.9,1.617,0.286,0.901,2.42,CTD Cast,Good
OCE00678,Andaman Sea Station,11.538934345919392,92.55389707746312,Andaman Sea,2024-02-03,50,26.86,34.7,7.89,4.63,1.526,0.31,0.653,4.05,CTD Cast,Good
OCE00679,Andaman Sea Station,11.401801132852896,92.44709428340218,Andaman Sea,2024-02-03,100,20.25,35.37,7.75,5.34,2.292,0.395,0.161,2.5,CTD Cast,Fair
OCE00680,Andaman Sea Station,11.405269466438783,92.54782493342731,Andaman Sea,2024-02-03,200,19.29,34.45,7.91,3.18,2.666,0.466,0.067,5.11,CTD Cast,Good
OCE00681,Andaman Sea Station,11.511211467038292,92.46539552464854,Andaman Sea,2024-03-03,0,30.78,34.65,7.98,7.28,1.455,0.173,0.27,6.92,CTD Cast,Good
OCE00682,Andaman Sea Station,11.535780604171942,92.57471192045452,Andaman Sea,2024-03-03,50,26.59,34.79,8.02,5.86,2.006,0.468,1.162,6.77,CTD Cast,Good
OCE00683,Andaman Sea Station,11.551758828540862,92.59062221705639,Andaman Sea,2024-03-03,100,22.06,35.25,7.98,3.18,2.795,0.264,0.387,1.28,CTD Cast,Good
OCE00684,Andaman Sea Station,11.522497901419417,92.54759062405059,Andaman Sea,2024-03-03,200,19.18,34.84,7.83,2.18,3.169,0.666,0.097,11.63,CTD Cast,Good
OCE00685,Andaman Sea Station,11.480379741591193,92.51514386106624,Andaman Sea,2024-04-02,0,31.43,34.61,8.18,8.16,0.663,0.122,0.71,8.96,CTD Cast,Good
OCE00686,Andaman Sea Station,11.591650234446501,92.4182023613765,Andaman Sea,2024-04-02,50,27.0,34.81,7.82,6.65,1.189,0.587,0.412,3.85,CTD Cast,Fair
OCE00687,Andaman Sea Station,11.569083840340154,92.45936004101037,Andaman Sea,2024-04-02,100,20.23,35.16,8.09,4.09,2.864,0.516,0.334,5.64,CTD Cast,Good
OCE00688,Andaman Sea Station,11.598160271189187,92.49445619286575,Andaman Sea,2024-04-02,200,21.34,35.55,8.09,3.8,2.342,0.821,0.234,8.53,CTD Cast,Fair
OCE00689,Andaman Sea Station,11.525169333210123,92.48182875758353,Andaman Sea,2024-05-05,0,29.18,34.48,7.83,8.24,1.625,0.113,1.187,4.18,CTD Cast,Good
OCE00690,Andaman Sea Station,11.441676735801765,92.53226079245738,Andaman Sea,2024-05-05,50,27.44,35.1,7.99,6.02,0.773,0.363,0.549,13.71,CTD Cast,Good
OCE00691,Andaman Sea Station,11.550375248873838,92.42801291187179,Andaman Sea,2024-05-05,100,22.02,34.41,8.01,5.18,2.522,0.641,0.291,5.55,CTD Cast,Good
OCE00692,Andaman Sea Station,11.458148773178134,92.52295419063125,Andaman Sea,2024-05-05,200,17.73,34.97,8.07,3.75,2.356,0.528,0.211,13.59,CTD Cast,Fair
OCE00693,Andaman Sea Station,11.54849151284271,92.44397659794147,Andaman Sea,2024-06-05,0,31.77,34.98,8.14,7.31,0.496,0.286,0.877,5.84,CTD Cast,Good
OCE00694,Andaman Sea Station,11.578860578663729,92.4950395438914,Andaman Sea,2024-06-05,50,25.46,35.49,7.95,6.39,2.027,0.269,1.229,14.2,CTD Cast,Good
OCE00695,Andaman Sea Station,11.565389805016823,92.56888526662402,Andaman Sea,2024-06-05,100,21.07,34.21,8.11,5.12,2.986,0.556,0.472,8.75,CTD Cast,Good
OCE00696,Andaman Sea Station,11.409593511715896,92.57640963720154,Andaman Sea,2024-06-05,200,17.68,35.6,7.87,3.08,2.948,0.704,0.262,6.94,CTD Cast,Good
OCE00697,Andaman Sea Station,11.443004513871237,92.44091872285836,Andaman Sea,2024-07-03,0,29.53,34.21,7.8,6.61,1.439,0.095,1.372,3.13,CTD Cast,Good
OCE00698,Andaman Sea Station,11.59086919032466,92.44947027436355,Andaman Sea,2024-07-03,50,24.06,35.21,8.13,6.04,0.958,0.278,1.057,11.11,CTD Cast,Fair
OCE00699,Andaman Sea Station,11.41366967428964,92.59101971123313,Andaman Sea,2024-07-03,100,22.2,34.55,7.93,3.18,2.618,0.359,0.376,3.3,CTD Cast,Good
OCE00700,Andaman Sea Station,11.48861518658669,92.4331498030777,Andaman Sea,2024-07-03,200,21.18,35.41,8.09,2.96,3.482,0.617,0.133,14.74,CTD Cast,Good
OCE00701,Andaman Sea Station,11.457442514225471,92.58803521266022,Andaman Sea,2024-08-04,0,26.58,34.88,8.05,7.35,1.358,0.102,0.877,11.55,CTD Cast,Good
OCE00702,Andaman Sea Station,11.446217784426914,92.50180068909653,Andaman Sea,2024-08-04,50,27.89,34.11,7.89,4.99,0.621,0.259,1.422,13.37,CTD Cast,Good
OCE00703,Andaman Sea Station,11.570473069852408,92.55131053201157,Andaman Sea,2024-08-04,100,23.47,34.69,7.9,4.14,1.436,0.535,0.214,9.35,CTD Cast,Good
OCE00704,Andaman Sea Station,11.555432239241119,92.44579743706007,Andaman Sea,2024-08-04,200,17.55,34.51,8.01,2.97,2.527,0.538,0.124,8.14,CTD Cast,Good
OCE00705,Andaman Sea Station,11.521238707484828,92.51155295181961,Andaman Sea,2024-08-29,0,28.71,34.87,8.15,8.17,0.957,0.057,0.697,9.94,CTD Cast,Good
OCE00706,Andaman Sea Station,11.481572005118183,92.54100690445267,Andaman Sea,2024-08-29,50,24.62,35.02,7.85,6.38,1.244,0.469,0.286,3.79,CTD Cast,Fair
OCE00707,Andaman Sea Station,11.539662664788112,92.4867393866214,Andaman Sea,2024-08-29,100,23.98,35.05,7.99,3.88,2.017,0.519,0.263,3.43,CTD Cast,Good
OCE00708,Andaman Sea Station,11.500480558696026,92.5833957498037,Andaman Sea,2024-08-29,200,16.5,34.21,7.82,3.5,3.609,0.541,0.482,10.75,CTD Cast,Good
OCE00709,Andaman Sea Station,11.467787243987406,92.56386675045977,Andaman Sea,2024-10-03,0,30.33,34.13,7.89,6.02,1.461,0.205,1.201,2.4,CTD Cast,Good
OCE00710,Andaman Sea Station,11.567447999903091,92.41335941545243,Andaman Sea,2024-10-03,50,24.69,34.56,7.94,5.37,2.051,0.194,0.832,14.16,CTD Cast,Good
OCE00711,Andaman Sea Station,11.551501964563702,92.42359579988741,Andaman Sea,2024-10-03,100,24.93,34.23,7.87,3.93,2.575,0.518,0.34,12.58,CTD Cast,Good
OCE00712,Andaman Sea Station,11.411043525350081,92.59092750267202,Andaman Sea,2024-10-03,200,19.94,35.07,8.06,3.4,2.483,0.643,0.272,2.36,CTD Cast,Good
OCE00713,Andaman Sea Station,11.42432457813602,92.47267849588643,Andaman Sea,2024-11-06,0,30.18,34.76,7.81,8.31,1.718,0.286,0.421,4.2,CTD Cast,Good
OCE00714,Andaman Sea Station,11.4942736220346,92.57372563410208,Andaman Sea,2024-11-06,50,26.03,35.5,8.0,6.72,1.837,0.364,1.738,4.73,CTD Cast,Good
OCE00715,Andaman Sea Station,11.474992909814906,92.52517167941403,Andaman Sea,2024-11-06,100,20.64,35.38,7.98,5.22,2.882,0.274,0.275,12.01,CTD Cast,Fair
OCE00716,Andaman Sea Station,11.467905783826138,92.42162918846743,Andaman Sea,2024-11-06,200,16.96,35.04,7.98,2.27,3.647,0.723,0.477,7.84,CTD Cast,Good
OCE00717,Andaman Sea Station,11.52443338483472,92.5170440658782,Andaman Sea,2024-11-28,0,26.51,35.45,7.82,7.88,1.098,0.216,0.192,4.57,CTD Cast,Good
OCE00718,Andaman Sea Station,11.416155842774868,92.47745823473507,Andaman Sea,2024-11-28,50,27.64,34.51,7.95,5.86,0.79,0.569,0.874,9.2,CTD Cast,Fair
OCE00719,Andaman Sea Station,11.41837921841542,92.56689084297834,Andaman Sea,2024-11-28,100,22.57,35.14,7.77,3.71,2.657,0.286,0.435,5.73,CTD Cast,Good
OCE00720,Andaman Sea Station,11.517751892713003,92.55797362147595,Andaman Sea,2024-11-28,200,19.29,34.43,7.73,2.43,2.343,0.591,0.281,10.02,CTD Cast,Good
OCE00721,Andaman Sea Station,11.530263979445248,92.44049243672777,Andaman Sea,2024-12-31,0,29.65,34.62,7.99,7.04,1.7,0.154,0.108,13.41,CTD Cast,Good
OCE00722,Andaman Sea Station,11.518983204183774,92.4649648219497,Andaman Sea,2024-12-31,50,27.44,34.17,7.82,5.74,1.758,0.274,1.49,0.87,CTD Cast,Good
OCE00723,Andaman Sea Station,11.474303915048715,92.44177777854297,Andaman Sea,2024-12-31,100,23.75,34.42,8.08,4.05,2.196,0.643,0.439,11.74,CTD Cast,Good
OCE00724,Andaman Sea Station,11.532335012143506,92.46220834101139,Andaman Sea,2024-12-31,200,18.03,34.49,8.06,2.4,2.149,0.459,0.33,5.14,CTD Cast,Good
OCE00725,Andaman Sea Station,11.554309291462475,92.44468250898592,Andaman Sea,2025-02-03,0,28.04,35.02,7.82,8.32,0.523,0.5,0.34,1.67,CTD Cast,Good
OCE00726,Andaman Sea Station,11.504734479999797,92.4970744742409,Andaman Sea,2025-02-03,50,27.5,35.34,7.94,6.26,1.658,0.534,0.767,5.63,CTD Cast,Good
OCE00727,Andaman Sea Station,11.589312768595748,92.44932348453814,Andaman Sea,2025-02-03,100,24.46,34.35,7.81,4.44,2.349,0.338,0.226,10.19,CTD Cast,Good
OCE00728,Andaman Sea Station,11.518438036085843,92.57573951676521,Andaman Sea,2025-02-03,200,20.18,34.87,8.08,3.47,2.97,0.706,0.362,5.67,CTD Cast,Good
OCE00729,Andaman Sea Station,11.522928563786976,92.56984382893882,Andaman Sea,2025-02-28,0,27.8,34.32,7.82,6.11,1.753,0.355,1.025,7.46,CTD Cast,Good
OCE00730,Andaman Sea Station,11.427579764346067,92.51824858115012,Andaman Sea,2025-02-28,50,27.48,34.59,8.15,6.25,1.089,0.404,1.159,5.06,CTD Cast,Good
OCE00731,Andaman Sea Station,11.535149352069435,92.59205046504029,Andaman Sea,2025-02-28,100,20.26,35.52,8.01,5.19,2.385,0.411,0.281,4.18,CTD Cast,Good
OCE00732,Andaman Sea Station,11.408401153483762,92.5813745663638,Andaman Sea,2025-02-28,200,21.12,35.59,7.97,3.86,2.856,0.879,0.366,7.52,CTD Cast,Good
OCE00733,Andaman Sea Station,11.400490917288769,92.48314226182997,Andaman Sea,2025-03-28,0,28.76,34.85,7.86,7.17,1.679,0.057,0.482,11.06,CTD Cast,Good
OCE00734,Andaman Sea Station,11.539128043143787,92.58486327100148,Andaman Sea,2025-03-28,50,27.2,35.47,8.02,5.14,2.356,0.499,1.234,10.83,CTD Cast,Good
OCE00735,Andaman Sea Station,11.42667624732755,92.53092429915941,Andaman Sea,2025-03-28,100,21.84,35.17,7.77,3.97,1.872,0.325,0.06,12.13,CTD Cast,Good
